Words		00:00:04.324	4.324	00:00:05.151	5.151	00:00:00.827	0.827	мужчина
Words		00:00:05.151	5.151	00:00:05.294	5.294	00:00:00.143	0.143	(0,1)
Words		00:00:05.294	5.294	00:00:06.460	6.46	00:00:01.166	1.166	собирал
Words		00:00:06.460	6.46	00:00:07.005	7.005	00:00:00.545	0.545	груши
Words		00:00:07.007	7.007	00:00:07.008	7.008	00:00:00.001	0.001	(0,3)
Words		00:00:07.008	7.008	00:00:10.704	10.704	00:00:03.696	3.696	(3,7)
Words		00:00:10.704	10.704	00:00:11.033	11.033	00:00:00.329	0.329	хм
Words		00:00:11.033	11.033	00:00:12.330	12.33	00:00:01.297	1.297	(1,3)
Words		00:00:12.337	12.337	00:00:12.711	12.711	00:00:00.374	0.374	и
Words		00:00:12.711	12.711	00:00:13.866	13.866	00:00:01.155	1.155	(1,2)
Words		00:00:13.866	13.866	00:00:14.630	14.63	00:00:00.764	0.764	корзины
Words		00:00:14.630	14.63	00:00:15.182	15.182	00:00:00.552	0.552	ставил
Words		00:00:15.182	15.182	00:00:15.589	15.589	00:00:00.407	0.407	(0,4)
Words		00:00:15.589	15.589	00:00:16.227	16.227	00:00:00.638	0.638	рядом
Words		00:00:16.227	16.227	00:00:16.504	16.504	00:00:00.277	0.277	(0,3)
Words		00:00:16.504	16.504	00:00:17.343	17.343	00:00:00.839	0.839	со своим
Words		00:00:17.343	17.343	00:00:24.128	24.128	00:00:06.785	6.785	(6,8)
Words		00:00:24.128	24.128	00:00:24.680	24.68	00:00:00.552	0.552	рядом
Words		00:00:24.680	24.68	00:00:24.990	24.99	00:00:00.310	0.31	с=
Words		00:00:24.990	24.99	00:00:25.429	25.429	00:00:00.439	0.439	ставил
Words		00:00:25.429	25.429	00:00:25.910	25.91	00:00:00.481	0.481	корзины
Words		00:00:25.910	25.91	00:00:26.554	26.554	00:00:00.644	0.644	(0,6)
Words		00:00:26.556	26.556	00:00:27.279	27.279	00:00:00.723	0.723	подъехал
Words		00:00:27.281	27.281	00:00:27.719	27.719	00:00:00.438	0.438	(0,4)
Words		00:00:27.719	27.719	00:00:28.478	28.478	00:00:00.759	0.759	мальчик
Words		00:00:28.480	28.48	00:00:28.913	28.913	00:00:00.433	0.433	(0,4)
Words		00:00:28.913	28.913	00:00:29.574	29.574	00:00:00.661	0.661	взял
Words		00:00:29.574	29.574	00:00:30.196	30.196	00:00:00.622	0.622	у него
Words		00:00:30.196	30.196	00:00:30.365	30.365	00:00:00.169	0.169	(0,2)
Words		00:00:30.365	30.365	00:00:31.050	31.05	00:00:00.685	0.685	корзину
Words		00:00:31.050	31.05	00:00:31.518	31.518	00:00:00.468	0.468	(0,5)
Words		00:00:31.518	31.518	00:00:32.320	32.32	00:00:00.802	0.802	с грушами
Words		00:00:32.320	32.32	00:00:33.829	33.829	00:00:01.509	1.509	(1,5)
Words		00:00:33.831	33.831	00:00:34.127	34.127	00:00:00.296	0.296	и
Words		00:00:34.127	34.127	00:00:34.317	34.317	00:00:00.190	0.19	(0,2)
Words		00:00:34.317	34.317	00:00:34.947	34.947	00:00:00.630	0.63	повез
Words		00:00:34.947	34.947	00:00:37.495	37.495	00:00:02.548	2.548	(2,6)
Words		00:00:37.495	37.495	00:00:38.163	38.163	00:00:00.668	0.668	а ему
Words		00:00:38.163	38.163	00:00:39.092	39.092	00:00:00.929	0.929	встретилась
Words		00:00:39.092	39.092	00:00:39.668	39.668	00:00:00.576	0.576	(0,6)
Words		00:00:39.668	39.668	00:00:40.000	40.0	00:00:00.332	0.332	вст=
Words		00:00:40.000	40.0	00:00:40.393	40.393	00:00:00.393	0.393	(0,4)
Words		00:00:40.393	40.393	00:00:41.218	41.218	00:00:00.825	0.825	девочка
Words		00:00:41.218	41.218	00:00:41.429	41.429	00:00:00.211	0.211	и
Words		00:00:41.432	41.432	00:00:44.746	44.746	00:00:03.314	3.314	(3,3)
Words		00:00:44.746	44.746	00:00:45.828	45.828	00:00:01.082	1.082	личинна
Words		00:00:45.828	45.828	00:00:47.362	47.362	00:00:01.534	1.534	(1,5)
Words		00:00:47.362	47.362	00:00:48.706	48.706	00:00:01.344	1.344	сс с велосипедом
Words		00:00:48.706	48.706	00:00:49.580	49.58	00:00:00.874	0.874	столкнулись
Words		00:00:49.580	49.58	00:00:50.957	50.957	00:00:01.377	1.377	(1,4)
Words		00:00:50.957	50.957	00:00:51.285	51.285	00:00:00.328	0.328	и
Words		00:00:51.285	51.285	00:00:52.665	52.665	00:00:01.380	1.38	(1,4)
Words		00:00:52.665	52.665	00:00:53.370	53.37	00:00:00.705	0.705	корзина
Words		00:00:53.370	53.37	00:00:53.822	53.822	00:00:00.452	0.452	упала
Words		00:00:53.822	53.822	00:00:54.272	54.272	00:00:00.450	0.45	груши
Words		00:00:54.272	54.272	00:00:55.357	55.357	00:00:01.085	1.085	(1,1)
Words		00:00:55.357	55.357	00:00:56.163	56.163	00:00:00.806	0.806	улетели
Words		00:00:56.163	56.163	00:00:57.767	57.767	00:00:01.604	1.604	(1,6)
Words		00:00:57.770	57.77	00:00:58.720	58.72	00:00:00.950	0.95	подошли
Words		00:00:58.720	58.72	00:00:59.623	59.623	00:00:00.903	0.903	ребята
Words		00:00:59.623	59.623	00:00:59.830	59.83	00:00:00.207	0.207	и
Words		00:00:59.830	59.83	00:01:00.179	60.179	00:00:00.349	0.349	(0,4)
Words		00:01:00.179	60.179	00:01:00.976	60.976	00:00:00.797	0.797	помогли
Words		00:01:00.976	60.976	00:01:01.438	61.438	00:00:00.462	0.462	ему
Words		00:01:01.438	61.438	00:01:02.311	62.311	00:00:00.873	0.873	собрать
Words		00:01:02.311	62.311	00:01:02.843	62.843	00:00:00.532	0.532	груши
Words		00:01:02.843	62.843	00:01:03.331	63.331	00:00:00.488	0.488	(0,5)
Words		00:01:03.331	63.331	00:01:03.764	63.764	00:00:00.433	0.433	он
Words		00:01:03.766	63.766	00:01:05.197	65.197	00:00:01.431	1.431	(1,4)
Words		00:01:05.197	65.197	00:01:06.132	66.132	00:00:00.935	0.935	отблагодарил
Words		00:01:06.132	66.132	00:01:06.329	66.329	00:00:00.197	0.197	их
Words		00:01:06.329	66.329	00:01:06.653	66.653	00:00:00.324	0.324	дал
Words		00:01:06.653	66.653	00:01:06.787	66.787	00:00:00.134	0.134	им
Words		00:01:06.787	66.787	00:01:07.320	67.32	00:00:00.533	0.533	(0,5)
Words		00:01:07.322	67.322	00:01:08.114	68.114	00:00:00.792	0.792	по груше
Words		00:01:08.114	68.114	00:01:09.548	69.548	00:00:01.434	1.434	(1,4)
Words		00:01:09.548	69.548	00:01:09.810	69.81	00:00:00.262	0.262	и
Words		00:01:09.810	69.81	00:01:10.495	70.495	00:00:00.685	0.685	поехал
Words		00:01:10.495	70.495	00:01:11.053	71.053	00:00:00.558	0.558	дальше
Words		00:01:11.053	71.053	00:01:11.632	71.632	00:00:00.579	0.579	(0,6)
Words		00:01:11.632	71.632	00:01:11.972	71.972	00:00:00.340	0.34	а
Words		00:01:11.972	71.972	00:01:12.539	72.539	00:00:00.567	0.567	когда
Words		00:01:12.539	72.539	00:01:13.183	73.183	00:00:00.644	0.644	(0,6)
Words		00:01:13.183	73.183	00:01:14.042	74.042	00:00:00.859	0.859	хозяин
Words		00:01:14.042	74.042	00:01:14.651	74.651	00:00:00.609	0.609	слез
Words		00:01:14.651	74.651	00:01:15.145	75.145	00:00:00.494	0.494	с дерева
Words		00:01:15.145	75.145	00:01:15.381	75.381	00:00:00.236	0.236	я
Words		00:01:15.381	75.381	00:01:15.612	75.612	00:00:00.231	0.231	так
Words		00:01:15.612	75.612	00:01:15.972	75.972	00:00:00.360	0.36	поняла
Words		00:01:15.976	75.976	00:01:16.230	76.23	00:00:00.254	0.254	(0,3)
Words		00:01:16.230	76.23	00:01:16.644	76.644	00:00:00.414	0.414	что
Words		00:01:16.644	76.644	00:01:16.796	76.796	00:00:00.152	0.152	он
Words		00:01:16.796	76.796	00:01:17.617	77.617	00:00:00.821	0.821	не обнаружил
Words		00:01:17.617	77.617	00:01:18.641	78.641	00:00:01.024	1.024	(1,0)
Words		00:01:18.641	78.641	00:01:19.543	79.543	00:00:00.902	0.902	одно
Words		00:01:19.543	79.543	00:01:20.076	80.076	00:00:00.533	0.533	лукошко
Words		00:01:20.076	80.076	00:01:20.950	80.95	00:00:00.874	0.874	с грушами
Words		00:01:20.950	80.95	00:01:21.563	81.563	00:00:00.613	0.613	(0,6)
Words		00:01:21.563	81.563	00:01:21.802	81.802	00:00:00.239	0.239	м
